cohort_label,as_of_cohort,evidence_row_id,as_of,ticker,direction,action,evidence_class,target_rate,sample_size,degradation_level,adaptive_rr,adaptive_horizon_sessions,reference_price,adaptive_target,adaptive_risk,exit_reason,sessions_to_outcome,target_reached,risk_reached,horizon_reached,actual_mfe,actual_mae,realized_return,eligible_for_primary_comparison
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-SBIN_NS,2026-08-14T10:15:00Z,SBIN.NS,SHORT,NoTrade,Unfavourable,0.291667,192,StateOnly,1.178950,3.0,1067.7000,1026.8560,1102.3443,NO_TRADE,3,false,false,false,0.014330,-0.001030,0.013768,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-SHREECEM_NS,2026-08-14T10:15:00Z,SHREECEM.NS,SHORT,Watch,Mixed,0.383333,60,Exact,0.794500,4.0,24795.0000,24171.2850,25580.0410,HORIZON,4,false,false,true,0.021375,-0.005646,0.021174,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-SIEMENS_NS,2026-08-14T10:15:00Z,SIEMENS.NS,SHORT,NoTrade,Unfavourable,0.221106,199,StateOnly,1.017285,3.0,3940.0000,3748.5956,4128.1522,NO_TRADE,3,false,false,false,0.007538,-0.012310,-0.004315,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-SRF_NS,2026-08-14T10:15:00Z,SRF.NS,LONG,Watch,Mixed,0.310078,129,Exact,1.085903,3.0,2606.0000,2723.7454,2497.5692,HORIZON,3,false,false,true,0.014850,-0.004183,0.009210,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-SUNPHARMA_NS,2026-08-14T10:15:00Z,SUNPHARMA.NS,SHORT,Watch,Mixed,0.306667,75,Exact,1.002743,4.0,1930.0000,1872.9957,1986.8483,TARGET,2,true,false,false,0.031969,-0.010259,0.029536,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-TATACONSUM_NS,2026-08-14T10:15:00Z,TATACONSUM.NS,LONG,NoTrade,Unfavourable,0.258503,147,Exact,1.432606,4.0,1079.5000,1124.4825,1048.1010,NO_TRADE,4,false,false,false,0.004632,-0.021028,-0.010653,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-TATASTEEL_NS,2026-08-14T10:15:00Z,TATASTEEL.NS,LONG,Watch,Mixed,0.395522,134,Exact,0.821962,4.0,183.5000,189.6377,176.0329,HORIZON,4,false,false,true,0.019673,-0.007847,-0.003052,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-TCS_NS,2026-08-14T10:15:00Z,TCS.NS,SHORT,Watch,Mixed,0.300654,153,StateOnly,1.151562,3.0,2361.1001,2291.5315,2421.5124,TARGET,2,true,false,false,0.034348,0.000000,0.029464,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-TECHM_NS,2026-08-14T10:15:00Z,TECHM.NS,SHORT,Sell,Favourable,0.407143,140,StateOnly,1.016280,3.5,1632.8000,1567.6130,1696.9429,HORIZON,4,false,false,true,0.032398,-0.003736,0.023457,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-TITAN_NS,2026-08-14T10:15:00Z,TITAN.NS,SHORT,Watch,Mixed,0.323864,176,StateOnly,1.021211,3.0,5056.2002,4877.2563,5231.4273,HORIZON,3,false,false,true,0.003758,-0.010838,0.001503,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-TMCV_NS,2026-08-14T10:15:00Z,TMCV.NS,SHORT,Watch,Mixed,0.437500,16,StateOnly,0.790935,3.0,474.3000,442.4341,514.5889,HORIZON,3,false,false,true,0.022770,-0.010964,0.005587,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-TORNTPHARM_NS,2026-08-14T10:15:00Z,TORNTPHARM.NS,SHORT,NoTrade,Unfavourable,0.195312,128,StateOnly,1.162714,3.0,4833.0000,4623.0213,5013.5935,NO_TRADE,3,false,false,false,0.003931,-0.036416,-0.028554,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-TRENT_NS,2026-08-14T10:15:00Z,TRENT.NS,LONG,Watch,Mixed,0.395833,48,Exact,0.845232,3.5,2978.0000,3105.4117,2827.2583,HORIZON,4,false,false,true,0.003996,-0.015413,-0.010981,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-TVSMOTOR_NS,2026-08-14T10:15:00Z,TVSMOTOR.NS,SHORT,NoTrade,Unfavourable,0.176871,147,StateOnly,1.807872,3.0,4307.0000,3999.1205,4477.2994,NO_TRADE,3,false,false,false,0.000348,-0.023241,-0.011563,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-ULTRACEMCO_NS,2026-08-14T10:15:00Z,ULTRACEMCO.NS,SHORT,Watch,Mixed,0.333333,87,Exact,1.010639,4.0,11619.0000,11286.3456,11948.1525,HORIZON,4,false,false,true,0.018246,-0.007746,0.016439,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-UNITDSPR_NS,2026-08-14T10:15:00Z,UNITDSPR.NS,SHORT,NoTrade,Insufficient,0.000000,0,Insufficient,,,1536.0000,,,NO_TRADE,1,false,false,false,0.008138,-0.006706,0.000000,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-UPL_NS,2026-08-14T10:15:00Z,UPL.NS,LONG,Watch,Mixed,0.393162,117,Exact,0.889984,4.0,563.0000,582.0873,541.5532,HORIZON,4,false,false,true,0.012522,-0.008970,-0.006305,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-VBL_NS,2026-08-14T10:15:00Z,VBL.NS,LONG,Watch,Mixed,0.328571,70,Exact,1.039242,4.0,435.0000,452.1210,418.5255,HORIZON,4,false,false,true,0.019080,-0.006322,0.004943,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-VEDL_NS,2026-08-14T10:15:00Z,VEDL.NS,LONG,Buy,Mixed,0.325000,40,Exact,1.598517,3.5,267.5000,282.3037,258.2391,HORIZON,4,false,false,true,0.011776,-0.022430,-0.019626,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-WIPRO_NS,2026-08-14T10:15:00Z,WIPRO.NS,SHORT,Watch,Mixed,0.381579,152,StateOnly,1.143517,3.0,184.0000,176.0963,190.9117,HORIZON,3,false,false,true,0.032283,0.000000,0.032283,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-ADANIENT_NS,2026-07-17T03:45:00Z,ADANIENT.NS,SHORT,Watch,Mixed,0.349693,163,StateOnly,0.858181,3.0,3160.7000,3016.2936,3328.9701,HORIZON,3,false,false,true,0.008764,-0.016705,0.004113,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-ADANIGREEN_NS,2026-07-17T03:45:00Z,ADANIGREEN.NS,SHORT,NoTrade,Unfavourable,0.295597,159,StateOnly,0.878752,4.0,1513.9000,1431.8852,1607.2311,NO_TRADE,4,false,false,false,0.093731,-0.029592,0.054175,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-ADANIPORTS_NS,2026-07-17T03:45:00Z,ADANIPORTS.NS,SHORT,Watch,Mixed,0.312102,157,StateOnly,0.856933,3.0,1837.4000,1769.9145,1916.1524,HORIZON,3,false,false,true,0.013878,-0.010885,0.009796,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-AMBUJACEM_NS,2026-07-17T03:45:00Z,AMBUJACEM.NS,LONG,NoTrade,Unfavourable,0.200000,40,Exact,1.817610,3.5,438.5000,466.9009,422.8746,NO_TRADE,4,false,false,false,0.015393,-0.038883,-0.035634,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-APOLLOHOSP_NS,2026-07-17T03:45:00Z,APOLLOHOSP.NS,SHORT,NoTrade,Unfavourable,0.252941,170,StateOnly,1.107110,4.0,8826.0000,8517.6328,9104.5334,NO_TRADE,4,false,false,false,0.006175,-0.019714,-0.004079,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-ASIANPAINT_NS,2026-07-17T03:45:00Z,ASIANPAINT.NS,SHORT,Watch,Mixed,0.352941,51,Exact,1.187052,4.0,2689.0000,2609.8659,2755.6644,HORIZON,4,false,false,true,0.012272,-0.011528,0.007512,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-AUROPHARMA_NS,2026-07-17T03:45:00Z,AUROPHARMA.NS,SHORT,NoTrade,Unfavourable,0.242857,140,StateOnly,1.043275,3.0,1533.4000,1459.9140,1603.8378,NO_TRADE,3,false,false,false,0.011999,-0.033520,-0.000130,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-AXISBANK_NS,2026-07-17T03:45:00Z,AXISBANK.NS,SHORT,Watch,Mixed,0.308824,68,Exact,1.433978,4.0,1328.5000,1271.2767,1368.4052,TARGET,1,true,false,false,0.059767,0.000000,0.043074,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-BAJAJ-AUTO_NS,2026-07-17T03:45:00Z,BAJAJ-AUTO.NS,LONG,Buy,Favourable,0.480769,52,Exact,1.102107,4.5,10443.0000,10772.2868,10144.2206,TARGET,3,true,false,false,0.056306,-0.009624,0.031532,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-BAJAJFINSV_NS,2026-07-17T03:45:00Z,BAJAJFINSV.NS,SHORT,NoTrade,Unfavourable,0.296552,145,StateOnly,1.202720,4.0,1854.0000,1780.3425,1915.2425,NO_TRADE,4,false,false,false,0.008198,-0.027400,-0.019094,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-BAJFINANCE_NS,2026-07-17T03:45:00Z,BAJFINANCE.NS,SHORT,Sell,Favourable,0.407186,167,StateOnly,1.194335,4.0,1056.3000,1015.4605,1090.4944,HORIZON,4,false,false,true,0.018745,-0.017135,0.015621,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-BANDHANBNK_NS,2026-07-17T03:45:00Z,BANDHANBNK.NS,SHORT,NoTrade,Unfavourable,0.296053,152,StateOnly,1.231059,3.0,213.2500,199.3486,224.5423,NO_TRADE,3,false,false,false,0.204877,-0.012521,0.118640,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-BANKBARODA_NS,2026-07-17T03:45:00Z,BANKBARODA.NS,LONG,Buy,Favourable,0.416667,96,Exact,0.844595,3.5,246.8000,257.8261,233.7451,HORIZON,4,false,false,true,0.041329,-0.018436,-0.014789,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-BERGEPAINT_NS,2026-07-17T03:45:00Z,BERGEPAINT.NS,SHORT,Watch,Mixed,0.318182,44,Exact,0.729438,2.0,493.7000,478.7457,514.2011,HORIZON,2,false,false,true,0.009317,-0.039801,-0.025724,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-BHARTIARTL_NS,2026-07-17T03:45:00Z,BHARTIARTL.NS,SHORT,Watch,Mixed,0.337079,89,Exact,1.126214,3.0,1908.8000,1839.3813,1970.4391,HORIZON,3,false,false,true,0.003982,-0.024728,-0.021060,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-BOSCHLTD_NS,2026-07-17T03:45:00Z,BOSCHLTD.NS,SHORT,NoTrade,Unfavourable,0.287671,146,StateOnly,0.883279,3.0,40855.0000,39353.8105,42554.5647,NO_TRADE,3,false,false,false,0.011137,-0.019092,-0.017256,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-BPCL_NS,2026-07-17T03:45:00Z,BPCL.NS,SHORT,NoTrade,Unfavourable,0.250000,152,StateOnly,0.840836,4.0,315.5500,305.0913,327.9884,NO_TRADE,4,false,false,false,0.033117,-0.020124,0.018064,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-BRITANNIA_NS,2026-07-17T03:45:00Z,BRITANNIA.NS,SHORT,Watch,Mixed,0.345912,159,StateOnly,1.087786,4.0,5412.5000,5244.7376,5566.7238,HORIZON,4,false,false,true,0.008684,-0.021524,0.004527,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-CANBK_NS,2026-07-17T03:45:00Z,CANBK.NS,LONG,Buy,Favourable,0.404959,121,Exact,1.030656,3.0,125.0100,131.9124,118.3129,HORIZON,3,false,false,true,0.049516,0.000000,0.011599,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-CHOLAFIN_NS,2026-07-17T03:45:00Z,CHOLAFIN.NS,SHORT,Watch,Mixed,0.337017,181,StateOnly,1.011490,3.0,1804.9000,1716.4616,1892.3338,HORIZON,3,false,false,true,0.044213,0.000000,0.042606,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-CIPLA_NS,2026-07-17T03:45:00Z,CIPLA.NS,SHORT,NoTrade,Unfavourable,0.278195,133,StateOnly,1.344349,4.0,1418.7000,1360.7712,1461.7905,NO_TRADE,1,false,false,false,0.000000,-0.033763,-0.030373,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-COALINDIA_NS,2026-07-17T03:45:00Z,COALINDIA.NS,LONG,NoTrade,Unfavourable,0.226804,97,Exact,1.524200,4.0,427.6500,444.9384,416.3074,NO_TRADE,4,false,false,false,0.013679,-0.007366,-0.001403,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-COLPAL_NS,2026-07-17T03:45:00Z,COLPAL.NS,LONG,NoTrade,Unfavourable,0.241379,58,Exact,1.323366,3.0,2042.4000,2119.1036,1984.4391,NO_TRADE,1,false,false,false,0.039953,-0.008764,0.037556,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-DABUR_NS,2026-07-17T03:45:00Z,DABUR.NS,LONG,NoTrade,Unfavourable,0.185185,81,Exact,0.748988,3.0,427.2000,436.7890,414.3975,NO_TRADE,3,false,false,false,0.008778,-0.013226,-0.001639,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-DIVISLAB_NS,2026-07-17T03:45:00Z,DIVISLAB.NS,SHORT,NoTrade,Unfavourable,0.236842,152,StateOnly,1.154124,3.0,7247.5000,6983.8375,7475.9524,NO_TRADE,3,false,false,false,0.003863,-0.026354,-0.019179,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-DLF_NS,2026-07-17T03:45:00Z,DLF.NS,SHORT,Sell,Favourable,0.434211,152,StateOnly,0.812354,4.0,667.8000,644.5068,696.4737,TARGET,4,true,false,false,0.044025,-0.011231,0.034881,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-DRREDDY_NS,2026-07-17T03:45:00Z,DRREDDY.NS,SHORT,NoTrade,Unfavourable,0.283784,74,Exact,1.490326,4.0,1211.2000,1162.6551,1243.7733,NO_TRADE,4,false,false,false,0.090984,-0.016595,0.090984,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-EICHERMOT_NS,2026-07-17T03:45:00Z,EICHERMOT.NS,SHORT,NoTrade,Unfavourable,0.121212,99,Exact,0.793324,4.0,7563.5000,7322.0451,7867.8587,NO_TRADE,4,false,false,false,0.011304,-0.029814,-0.020890,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-GAIL_NS,2026-07-17T03:45:00Z,GAIL.NS,SHORT,NoTrade,Unfavourable,0.173913,69,Exact,1.453477,4.0,171.2000,161.5921,177.8103,NO_TRADE,4,false,false,false,0.008762,-0.029206,-0.004615,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-GODREJCP_NS,2026-07-17T03:45:00Z,GODREJCP.NS,SHORT,NoTrade,Unfavourable,0.245399,163,StateOnly,1.128430,3.0,1071.9000,1022.7685,1115.4397,NO_TRADE,3,false,false,false,0.031626,-0.000093,0.002892,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-GODREJPROP_NS,2026-07-17T03:45:00Z,GODREJPROP.NS,SHORT,Watch,Mixed,0.329193,161,StateOnly,1.182328,4.0,2102.1001,1978.1908,2206.9011,HORIZON,4,false,false,true,0.034632,-0.031778,0.029066,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-GRASIM_NS,2026-07-17T03:45:00Z,GRASIM.NS,SHORT,NoTrade,Unfavourable,0.247312,93,Exact,1.096563,4.0,3109.7000,3008.0249,3202.4215,NO_TRADE,4,false,false,false,0.007943,-0.027463,-0.001061,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-HAVELLS_NS,2026-07-17T03:45:00Z,HAVELLS.NS,SHORT,Watch,Mixed,0.372671,161,StateOnly,1.200679,3.0,1187.3000,1139.4488,1227.1535,HORIZON,3,false,false,true,0.018277,-0.030742,-0.016676,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-HCLTECH_NS,2026-07-17T03:45:00Z,HCLTECH.NS,LONG,Buy,Favourable,0.477273,44,Exact,1.019318,3.0,1203.9000,1243.1796,1165.3648,TARGET_GAP_THROUGH,3,true,false,false,0.033142,-0.003156,0.033142,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-HDFCBANK_NS,2026-07-17T03:45:00Z,HDFCBANK.NS,SHORT,Watch,Mixed,0.333333,177,StateOnly,1.127047,3.0,819.6000,796.3909,840.1928,TARGET_GAP_THROUGH,1,true,false,false,0.054966,0.000000,0.036115,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-HDFCLIFE_NS,2026-07-17T03:45:00Z,HDFCLIFE.NS,LONG,Watch,Mixed,0.322581,155,Exact,0.859167,4.0,563.6500,580.6679,543.8426,HORIZON,4,false,false,true,0.006476,-0.028298,-0.022532,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-HEROMOTOCO_NS,2026-07-17T03:45:00Z,HEROMOTOCO.NS,LONG,Watch,Mixed,0.317241,145,Exact,0.918744,4.0,4909.8999,5094.1710,4709.3313,TARGET,3,true,false,false,0.041365,-0.002016,0.037531,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-HINDALCO_NS,2026-07-17T03:45:00Z,HINDALCO.NS,LONG,Watch,Mixed,0.394231,104,Exact,0.796659,4.0,944.1500,985.9627,891.6649,HORIZON,4,false,false,true,0.021024,-0.003336,0.012180,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-HINDUNILVR_NS,2026-07-17T03:45:00Z,HINDUNILVR.NS,LONG,Watch,Mixed,0.353293,167,Exact,1.007617,4.0,2143.8000,2198.5462,2089.4677,HORIZON,4,false,false,true,0.010355,-0.007603,0.008396,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-ICICIBANK_NS,2026-07-17T03:45:00Z,ICICIBANK.NS,SHORT,NoTrade,Unfavourable,0.216495,194,StateOnly,1.063204,3.0,1444.3000,1400.2922,1485.6918,NO_TRADE,3,false,false,false,0.004085,-0.024718,0.002493,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-ICICIPRULI_NS,2026-07-17T03:45:00Z,ICICIPRULI.NS,LONG,NoTrade,Unfavourable,0.256757,148,Exact,0.875273,3.5,497.1500,514.9915,476.7661,NO_TRADE,4,false,false,false,0.013577,-0.013779,0.008750,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-IDEA_NS,2026-07-17T03:45:00Z,IDEA.NS,SHORT,Sell,Favourable,0.423729,59,Exact,0.806533,4.0,13.7400,12.9141,14.7640,HORIZON,4,false,false,true,0.040757,-0.002911,0.039301,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-IDFCFIRSTB_NS,2026-07-17T03:45:00Z,IDFCFIRSTB.NS,SHORT,NoTrade,Unfavourable,0.293233,133,StateOnly,1.046915,3.0,80.3500,76.8969,83.6484,NO_TRADE,3,false,false,false,0.008090,-0.029247,-0.004605,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-IGL_NS,2026-07-17T03:45:00Z,IGL.NS,LONG,Watch,Mixed,0.371681,113,Exact,0.931534,4.0,153.1100,158.8285,146.9712,HORIZON,4,false,false,true,0.024753,-0.026778,-0.020965,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-INDHOTEL_NS,2026-07-17T03:45:00Z,INDHOTEL.NS,SHORT,NoTrade,Unfavourable,0.274725,182,StateOnly,1.006950,3.0,727.9000,694.5216,761.0480,NO_TRADE,3,false,false,false,0.016348,-0.030361,0.004190,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-INDUSINDBK_NS,2026-07-17T03:45:00Z,INDUSINDBK.NS,SHORT,Watch,Mixed,0.323171,164,StateOnly,1.360674,3.0,1027.2000,979.1606,1062.5055,RISK,2,false,true,false,0.009784,-0.040499,-0.034371,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-INDUSTOWER_NS,2026-07-17T03:45:00Z,INDUSTOWER.NS,LONG,NoTrade,Unfavourable,0.280000,100,Exact,1.267887,4.0,403.5000,424.9378,386.5917,NO_TRADE,4,false,false,false,0.010533,-0.035316,-0.032838,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-INFY_NS,2026-07-17T03:45:00Z,INFY.NS,LONG,Watch,Mixed,0.309859,71,Exact,1.204942,4.0,1096.5000,1131.5613,1067.4021,RISK,2,false,true,false,0.006658,-0.026721,-0.026537,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-IOC_NS,2026-07-17T03:45:00Z,IOC.NS,SHORT,Watch,Mixed,0.327869,61,Exact,0.938649,4.0,141.6900,136.2745,147.4594,HORIZON,4,false,false,true,0.020114,-0.016233,0.012492,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-IRCTC_NS,2026-07-17T03:45:00Z,IRCTC.NS,LONG,NoTrade,Unfavourable,0.263158,190,Exact,0.970591,4.0,507.0000,524.3671,489.1067,NO_TRADE,4,false,false,false,0.000000,-0.036391,-0.035292,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-ITC_NS,2026-07-17T03:45:00Z,ITC.NS,LONG,Watch,Mixed,0.361111,144,Exact,0.801442,3.0,280.7000,286.4017,273.5858,HORIZON,3,false,false,true,0.011578,-0.007838,0.000356,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-JINDALSTEL_NS,2026-07-17T03:45:00Z,JINDALSTEL.NS,LONG,Buy,Favourable,0.443038,79,Exact,0.897921,4.0,1025.0000,1070.8298,973.9601,HORIZON,4,false,false,true,0.030537,-0.004878,0.016488,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-JSWSTEEL_NS,2026-07-17T03:45:00Z,JSWSTEEL.NS,LONG,Buy,Favourable,0.402062,97,Exact,0.949199,4.0,1237.3000,1276.3674,1196.1419,TARGET,3,true,false,false,0.033945,0.000000,0.031575,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-JUBLFOOD_NS,2026-07-17T03:45:00Z,JUBLFOOD.NS,LONG,NoTrade,Unfavourable,0.282895,152,Exact,0.822157,3.0,417.1500,433.1120,397.7352,NO_TRADE,3,false,false,false,0.023013,-0.004675,0.000120,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-KOTAKBANK_NS,2026-07-17T03:45:00Z,KOTAKBANK.NS,SHORT,Watch,Mixed,0.360000,50,Exact,0.915411,3.0,389.9500,379.0346,401.8741,TARGET,1,true,false,false,0.035517,0.000000,0.027992,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-LICI_NS,2026-07-17T03:45:00Z,LICI.NS,SHORT,Watch,Mixed,0.378151,119,StateOnly,0.859317,3.0,433.1000,419.5619,448.8545,HORIZON,3,false,false,true,0.025629,-0.003925,0.022628,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-LT_NS,2026-07-17T03:45:00Z,LT.NS,SHORT,NoTrade,Unfavourable,0.252252,111,Exact,1.471057,3.0,3814.5000,3653.1230,3924.2014,NO_TRADE,3,false,false,false,0.002176,-0.011797,-0.000760,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-LUPIN_NS,2026-07-17T03:45:00Z,LUPIN.NS,SHORT,Watch,Mixed,0.323308,133,StateOnly,1.148064,3.0,2443.2000,2333.6328,2538.6364,HORIZON,3,false,false,true,0.015922,-0.032949,0.014858,true
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-M&M_NS,2026-07-17T03:45:00Z,M&M.NS,SHORT,NoTrade,Unfavourable,0.220238,168,StateOnly,1.233442,3.0,3179.2000,3028.7465,3301.1785,NO_TRADE,3,false,false,false,0.012173,-0.012802,0.001227,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-MAHABANK_NS,2026-07-17T03:45:00Z,MAHABANK.NS,SHORT,NoTrade,Unfavourable,0.203704,54,Exact,0.811917,3.0,79.9000,75.5889,85.2098,NO_TRADE,3,false,false,false,0.011014,-0.028661,0.009136,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-MARICO_NS,2026-07-17T03:45:00Z,MARICO.NS,SHORT,NoTrade,Unfavourable,0.177083,192,StateOnly,0.989003,3.0,844.0000,815.2865,873.0327,NO_TRADE,3,false,false,false,0.008057,-0.026066,-0.022097,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-MARUTI_NS,2026-07-17T03:45:00Z,MARUTI.NS,SHORT,NoTrade,Unfavourable,0.257732,194,StateOnly,1.147840,4.0,13803.0000,13395.3705,14158.1273,NO_TRADE,1,false,false,false,0.030863,-0.002101,0.029532,false
T2,2026-07-17T03:45:00Z,TIME006-20260717T034500Z-gen20260820T104928773748Z-MPHASIS_NS,2026-07-17T03:45:00Z,MPHASIS.NS,SHORT,NoTrade,Unfavourable,0.256098,164,StateOnly,1.513040,4.0,2394.2000,2243.6768,2493.6839,NO_TRADE,4,false,false,false,0.076476,-0.026898,0.062870,false
